DAY_DATE,SKU,QUANTITY_SOLD
2021-02-23,CollectionA ModelB ColorC,115
2021-02-23,CollectionB ModelD ColorC,80
2021-02-23,CollectionA ModelH ColorA,78
2021-02-23,CollectionB ModelD ColorA,60
2021-02-23,CollectionA ModelF ColorA,53
2021-02-23,CollectionA ModelE ColorC,44
2021-02-23,CollectionC ModelO ColorA,36
2021-02-23,CollectionA ModelE ColorA,35
2021-02-24,CollectionA ModelA ColorB,200
2021-02-24,CollectionA ModelC ColorA,163
2021-02-24,CollectionA ModelB ColorC,103
2021-02-24,CollectionA ModelH ColorA,74
2021-02-24,CollectionB ModelD ColorC,69
2021-02-24,CollectionA ModelF ColorA,49
2021-02-24,CollectionB ModelD ColorA,48
2021-02-24,CollectionA ModelE ColorC,40
2021-02-24,CollectionC ModelF ColorA,35
2021-02-24,CollectionC ModelH ColorA,32
2021-02-25,CollectionA ModelA ColorB,167
2021-02-25,CollectionA ModelC ColorA,149
2021-02-25,CollectionA ModelB ColorC,103
2021-02-25,CollectionA ModelH ColorA,70
2021-02-25,CollectionB ModelD ColorC,57
2021-02-25,CollectionA ModelE ColorC,40
2021-02-25,CollectionB ModelD ColorA,40
2021-02-25,CollectionA ModelF ColorA,40
2021-02-25,CollectionC ModelH ColorA,36
2021-02-25,CollectionA ModelI ColorA,32
2021-02-26,CollectionA ModelA ColorB,161
2021-02-26,CollectionA ModelC ColorA,146
2021-02-26,CollectionA ModelB ColorC,111
2021-02-26,CollectionA ModelH ColorA,66
2021-02-26,CollectionB ModelD ColorC,61
2021-02-26,CollectionA ModelJ ColorA,36
2021-02-26,CollectionA ModelI ColorA,36
2021-02-26,CollectionA ModelE ColorC,36
2021-02-26,CollectionB ModelD ColorA,32
2021-02-26,CollectionA ModelF ColorA,32
2021-02-27,CollectionA ModelA ColorB,185
2021-02-27,CollectionA ModelC ColorA,154
2021-02-27,CollectionA ModelB ColorC,131
2021-02-27,CollectionB ModelD ColorC,61
2021-02-27,CollectionA ModelH ColorA,54
2021-02-27,CollectionA ModelJ ColorA,44
2021-02-27,CollectionC ModelF ColorA,43
2021-02-27,CollectionA ModelF ColorA,42
2021-02-27,CollectionC ModelE ColorC,40
2021-02-27,CollectionA ModelE ColorC,36
2021-02-28,CollectionA ModelA ColorB,208
2021-02-28,CollectionA ModelC ColorA,162
2021-02-28,CollectionA ModelB ColorC,147
2021-02-28,CollectionA ModelH ColorA,66
2021-02-28,CollectionB ModelD ColorC,63
2021-02-28,CollectionA ModelF ColorA,46
2021-02-28,CollectionC ModelE ColorC,44
2021-02-28,CollectionA ModelJ ColorA,44
2021-02-28,CollectionC ModelF ColorA,40
2021-02-28,CollectionA ModelE ColorC,40
2021-03-01,CollectionA ModelA ColorB,238
2021-03-01,CollectionA ModelC ColorA,174
2021-03-01,CollectionA ModelB ColorC,168
2021-03-01,CollectionA ModelH ColorA,62
2021-03-01,CollectionB ModelD ColorC,62
2021-03-01,CollectionC ModelE ColorC,56
2021-03-01,CollectionA ModelJ ColorA,51
2021-03-01,CollectionA ModelF ColorA,46
2021-03-01,CollectionC ModelF ColorA,44
2021-03-01,CollectionA ModelE ColorC,40
2021-03-02,CollectionA ModelA ColorB,204
2021-03-02,CollectionA ModelC ColorA,180
2021-03-02,CollectionA ModelB ColorC,178
2021-03-02,CollectionA ModelH ColorA,62
2021-03-02,CollectionB ModelD ColorC,58
2021-03-02,CollectionC ModelF ColorA,56
2021-03-02,CollectionA ModelF ColorA,50
2021-03-02,CollectionC ModelE ColorC,48
2021-03-02,CollectionB ModelD ColorA,46
2021-03-02,CollectionA ModelJ ColorC,40
2021-03-03,CollectionA ModelA ColorB,208
2021-03-03,CollectionA ModelC ColorA,182
2021-03-03,CollectionA ModelB ColorC,170
2021-03-03,CollectionB ModelD ColorC,66
2021-03-03,CollectionC ModelF ColorA,60
2021-03-03,CollectionA ModelF ColorA,58
2021-03-03,CollectionA ModelH ColorA,56
2021-03-03,CollectionB ModelD ColorA,52
2021-03-03,CollectionA ModelJ ColorA,52
2021-03-03,CollectionA ModelE ColorA,47
2021-03-04,CollectionA ModelA ColorB,216
2021-03-04,CollectionA ModelC ColorA,181
2021-03-04,CollectionA ModelB ColorC,174
2021-03-04,CollectionA ModelH ColorA,60
2021-03-04,CollectionA ModelJ ColorA,56
2021-03-04,CollectionC ModelF ColorA,56
2021-03-04,CollectionA ModelF ColorA,54
2021-03-04,CollectionB ModelD ColorC,48
2021-03-04,CollectionB ModelD ColorA,48
2021-03-04,CollectionA ModelE ColorA,47
2021-03-05,CollectionA ModelA ColorB,222
2021-03-05,CollectionA ModelB ColorC,199
2021-03-05,CollectionA ModelC ColorA,189
2021-03-05,CollectionA ModelH ColorA,68
2021-03-05,CollectionA ModelJ ColorA,61
2021-03-05,CollectionC ModelF ColorA,56
2021-03-05,CollectionA ModelF ColorA,54
2021-03-05,CollectionA ModelE ColorA,48
2021-03-05,CollectionC ModelE ColorC,48
2021-03-05,CollectionB ModelD ColorA,44
2021-03-06,CollectionA ModelA ColorB,220
2021-03-06,CollectionA ModelB ColorC,209
2021-03-06,CollectionA ModelC ColorA,177
2021-03-06,CollectionA ModelH ColorA,64
2021-03-06,CollectionA ModelJ ColorA,57
2021-03-06,CollectionB ModelD ColorA,54
2021-03-06,CollectionC ModelE ColorC,52
2021-03-06,CollectionA ModelF ColorA,50
2021-03-06,CollectionA ModelE ColorA,48
2021-03-06,CollectionB ModelL ColorB,46
2021-03-07,CollectionA ModelA ColorB,248
2021-03-07,CollectionA ModelB ColorC,220
2021-03-07,CollectionA ModelC ColorA,177
2021-03-07,CollectionA ModelH ColorA,68
2021-03-07,CollectionA ModelJ ColorA,57
2021-03-07,CollectionC ModelE ColorC,56
2021-03-07,CollectionB ModelD ColorA,54
2021-03-07,CollectionA ModelE ColorA,52
2021-03-07,CollectionA ModelF ColorA,50
2021-03-07,CollectionC ModelF ColorA,48
2021-03-08,CollectionA ModelA ColorB,264
2021-03-08,CollectionA ModelB ColorC,204
2021-03-08,CollectionA ModelC ColorA,187
2021-03-08,CollectionC ModelE ColorC,69
2021-03-08,CollectionA ModelH ColorA,69
2021-03-08,CollectionA ModelE ColorA,60
2021-03-08,CollectionA ModelF ColorA,58
2021-03-08,CollectionB ModelD ColorA,54
2021-03-08,CollectionA ModelJ ColorA,53
2021-03-08,CollectionB ModelU ColorE,48
2021-03-09,CollectionA ModelA ColorB,256
2021-03-09,CollectionA ModelB ColorC,193
2021-03-09,CollectionA ModelC ColorA,180
2021-03-09,CollectionA ModelH ColorA,73
2021-03-09,CollectionA ModelF ColorA,56
2021-03-09,CollectionB ModelD ColorA,56
2021-03-09,CollectionA ModelE ColorA,56
2021-03-09,CollectionC ModelE ColorC,53
2021-03-09,CollectionB ModelU ColorE,52
2021-03-09,CollectionB ModelD ColorC,47
2021-03-10,CollectionA ModelA ColorB,235
2021-03-10,CollectionA ModelB ColorC,183
2021-03-10,CollectionA ModelC ColorA,182
2021-03-10,CollectionA ModelH ColorA,65
2021-03-10,CollectionB ModelD ColorA,60
2021-03-10,CollectionB ModelU ColorE,60
2021-03-10,CollectionB ModelD ColorC,57
2021-03-10,CollectionA ModelF ColorA,56
2021-03-10,CollectionC ModelF ColorA,56
2021-03-10,CollectionA ModelE ColorA,52
2021-03-11,CollectionA ModelA ColorB,204
2021-03-11,CollectionA ModelC ColorA,175
2021-03-11,CollectionA ModelB ColorC,170
2021-03-11,CollectionA ModelH ColorA,69
2021-03-11,CollectionA ModelF ColorA,60
2021-03-11,CollectionB ModelD ColorC,56
2021-03-11,CollectionB ModelU ColorE,54
2021-03-11,CollectionC ModelF ColorA,53
2021-03-11,CollectionB ModelD ColorA,48
2021-03-11,CollectionA ModelE ColorA,43
2021-03-12,CollectionA ModelA ColorB,208
2021-03-12,CollectionA ModelC ColorA,165
2021-03-12,CollectionA ModelB ColorC,154
2021-03-12,CollectionA ModelH ColorA,61
2021-03-12,CollectionB ModelD ColorC,57
2021-03-12,CollectionA ModelF ColorA,56
2021-03-12,CollectionB ModelU ColorE,50
2021-03-12,CollectionC ModelF ColorA,45
2021-03-12,CollectionA ModelJ ColorA,40
2021-03-12,CollectionA ModelE ColorA,39
2021-03-13,CollectionA ModelA ColorB,192
2021-03-13,CollectionA ModelC ColorA,167
2021-03-13,CollectionA ModelB ColorC,162
2021-03-13,CollectionA ModelH ColorA,53
2021-03-13,CollectionA ModelF ColorA,52
2021-03-13,CollectionB ModelU ColorE,50
2021-03-13,CollectionB ModelD ColorC,49
2021-03-13,CollectionC ModelF ColorA,47
2021-03-13,CollectionC ModelE ColorC,47
2021-03-13,CollectionA ModelE ColorA,44
2021-03-14,CollectionA ModelA ColorB,194
2021-03-14,CollectionA ModelC ColorA,166
2021-03-14,CollectionA ModelB ColorC,162
2021-03-14,CollectionB ModelU ColorE,62
2021-03-14,CollectionB ModelD ColorC,53
2021-03-14,CollectionC ModelE ColorC,51
2021-03-14,CollectionA ModelH ColorA,49
2021-03-14,CollectionA ModelE ColorA,48
2021-03-14,CollectionA ModelF ColorA,48
2021-03-14,CollectionC ModelF ColorA,47
2021-03-15,CollectionA ModelA ColorB,178
2021-03-15,CollectionA ModelC ColorA,154
2021-03-15,CollectionA ModelB ColorC,141
2021-03-15,CollectionB ModelU ColorE,70
2021-03-15,CollectionC ModelE ColorC,53
2021-03-15,CollectionB ModelD ColorC,53
2021-03-15,CollectionC ModelF ColorA,51
2021-03-15,CollectionA ModelE ColorA,47
2021-03-15,CollectionB ModelD ColorA,44
2021-03-15,CollectionA ModelF ColorA,44
2021-03-16,CollectionA ModelC ColorA,172
2021-03-16,CollectionA ModelA ColorB,168
2021-03-16,CollectionA ModelB ColorC,135
2021-03-16,CollectionB ModelU ColorE,74
2021-03-16,CollectionC ModelF ColorA,55
2021-03-16,CollectionA ModelE ColorA,55
2021-03-16,CollectionB ModelD ColorC,53
2021-03-16,CollectionA ModelF ColorA,51
2021-03-16,CollectionC ModelE ColorC,51
2021-03-16,CollectionB ModelD ColorA,47
2021-03-17,CollectionA ModelC ColorA,168
2021-03-17,CollectionA ModelA ColorB,153
2021-03-17,CollectionA ModelB ColorC,115
2021-03-17,CollectionA ModelE ColorA,57
2021-03-17,CollectionA ModelF ColorA,55
2021-03-17,CollectionB ModelU ColorE,52
2021-03-17,CollectionC ModelF ColorA,51
2021-03-17,CollectionB ModelD ColorA,49
2021-03-17,CollectionB ModelD ColorC,45
2021-03-17,CollectionC ModelE ColorC,43
2021-03-18,CollectionA ModelC ColorA,160
2021-03-18,CollectionA ModelA ColorB,139
2021-03-18,CollectionA ModelB ColorC,128
2021-03-18,CollectionC ModelF ColorA,59
2021-03-18,CollectionB ModelD ColorA,53
2021-03-18,CollectionA ModelF ColorA,51
2021-03-18,CollectionA ModelE ColorA,49
2021-03-18,CollectionB ModelD ColorC,45
2021-03-18,CollectionB ModelU ColorE,44
2021-03-18,CollectionA ModelJ ColorA,38
2021-03-19,CollectionA ModelC ColorA,155
2021-03-19,CollectionA ModelB ColorC,139
2021-03-19,CollectionA ModelA ColorB,125
2021-03-19,CollectionB ModelD ColorC,57
2021-03-19,CollectionC ModelF ColorA,51
2021-03-19,CollectionA ModelE ColorA,49
2021-03-19,CollectionB ModelD ColorA,45
2021-03-19,CollectionB ModelU ColorE,44
2021-03-19,CollectionA ModelF ColorA,39
2021-03-19,CollectionC ModelE ColorC,34
2021-03-20,CollectionA ModelC ColorA,137
2021-03-20,CollectionA ModelB ColorC,127
2021-03-20,CollectionA ModelA ColorB,123
2021-03-20,CollectionA ModelE ColorA,49
2021-03-20,CollectionB ModelD ColorA,43
2021-03-20,CollectionB ModelD ColorC,41
2021-03-20,CollectionA ModelH ColorA,40
2021-03-20,CollectionC ModelF ColorA,39
2021-03-20,CollectionB ModelU ColorE,36
2021-03-20,CollectionA ModelF ColorA,35
2021-03-21,CollectionA ModelC ColorA,144
2021-03-21,CollectionA ModelB ColorC,127
2021-03-21,CollectionA ModelA ColorB,119
2021-03-21,CollectionA ModelE ColorA,68
2021-03-21,CollectionC ModelF ColorA,58
2021-03-21,CollectionA ModelF ColorA,47
2021-03-21,CollectionB ModelD ColorC,45
2021-03-21,CollectionA ModelH ColorA,44
2021-03-21,CollectionB ModelD ColorA,43
2021-03-21,CollectionB ModelU ColorE,40
2021-03-22,CollectionA ModelC ColorA,164
2021-03-22,CollectionA ModelB ColorC,137
2021-03-22,CollectionA ModelA ColorB,132
2021-03-22,CollectionA ModelE ColorA,72
2021-03-22,CollectionC ModelF ColorA,66
2021-03-22,CollectionA ModelH ColorA,48
2021-03-22,CollectionA ModelF ColorA,47
2021-03-22,CollectionB ModelU ColorE,44
2021-03-22,CollectionB ModelD ColorC,44
2021-03-22,CollectionB ModelD ColorA,43
2021-03-23,CollectionA ModelC ColorA,166
2021-03-23,CollectionA ModelA ColorB,146
2021-03-23,CollectionA ModelB ColorC,137
2021-03-23,CollectionC ModelF ColorA,60
2021-03-23,CollectionA ModelE ColorA,58
2021-03-23,CollectionA ModelH ColorA,52
2021-03-23,CollectionB ModelU ColorE,48
2021-03-23,CollectionB ModelD ColorC,48
2021-03-23,CollectionA ModelF ColorA,47
2021-03-23,CollectionB ModelD ColorA,44
2021-03-24,CollectionA ModelC ColorA,172
2021-03-24,CollectionA ModelB ColorC,136
2021-03-24,CollectionA ModelA ColorB,132
2021-03-24,CollectionA ModelF ColorA,59
2021-03-24,CollectionA ModelE ColorA,58
2021-03-24,CollectionC ModelF ColorA,56
2021-03-24,CollectionA ModelH ColorA,56
2021-03-24,CollectionB ModelD ColorA,51
2021-03-24,CollectionB ModelD ColorC,48
2021-03-24,CollectionB ModelU ColorE,44
2021-03-25,CollectionA ModelC ColorA,156
2021-03-25,CollectionA ModelA ColorB,140
2021-03-25,CollectionA ModelB ColorC,132
2021-03-25,CollectionA ModelF ColorA,65
2021-03-25,CollectionA ModelE ColorA,58
2021-03-25,CollectionA ModelH ColorA,56
2021-03-25,CollectionB ModelD ColorC,56
2021-03-25,CollectionC ModelF ColorA,56
2021-03-25,CollectionB ModelD ColorA,47
2021-03-25,CollectionA ModelJ ColorA,45
2021-03-26,CollectionA ModelC ColorA,155
2021-03-26,CollectionA ModelA ColorB,132
2021-03-26,CollectionA ModelB ColorC,126
2021-03-26,CollectionA ModelF ColorA,58
2021-03-26,CollectionC ModelF ColorA,56
2021-03-26,CollectionB ModelD ColorC,52
2021-03-26,CollectionA ModelH ColorA,52
2021-03-26,CollectionA ModelE ColorA,50
2021-03-26,CollectionA ModelJ ColorA,41
2021-03-26,CollectionB ModelD ColorA,34
2021-03-27,CollectionA ModelC ColorA,176
2021-03-27,CollectionA ModelB ColorC,126
2021-03-27,CollectionA ModelA ColorB,121
2021-03-27,CollectionA ModelF ColorA,58
2021-03-27,CollectionB ModelD ColorC,56
2021-03-27,CollectionC ModelF ColorA,56
2021-03-27,CollectionA ModelH ColorA,48
2021-03-27,CollectionA ModelJ ColorA,47
2021-03-27,CollectionA ModelE ColorA,44
2021-03-27,CollectionC ModelE ColorC,40
2021-03-28,CollectionA ModelC ColorA,176
2021-03-28,CollectionA ModelA ColorB,133
2021-03-28,CollectionA ModelB ColorC,117
2021-03-28,CollectionB ModelD ColorC,58
2021-03-28,CollectionA ModelF ColorA,58
2021-03-28,CollectionC ModelE ColorC,48
2021-03-28,CollectionA ModelE ColorA,48
2021-03-28,CollectionA ModelH ColorA,48
2021-03-28,CollectionC ModelF ColorA,48
2021-03-28,CollectionA ModelJ ColorA,43
2021-03-29,CollectionA ModelC ColorA,198
2021-03-29,CollectionA ModelA ColorB,139
2021-03-29,CollectionA ModelB ColorC,85
2021-03-29,CollectionA ModelF ColorA,58
2021-03-29,CollectionA ModelJ ColorA,55
2021-03-29,CollectionC ModelE ColorC,54
2021-03-29,CollectionA ModelH ColorA,50
2021-03-29,CollectionB ModelD ColorC,50
2021-03-29,CollectionA ModelE ColorA,44
2021-03-29,CollectionC ModelF ColorA,44
2021-03-30,CollectionA ModelC ColorA,204
2021-03-30,CollectionA ModelA ColorB,131
2021-03-30,CollectionA ModelB ColorC,94
2021-03-30,CollectionA ModelJ ColorA,59
2021-03-30,CollectionA ModelF ColorA,58
2021-03-30,CollectionC ModelE ColorC,54
2021-03-30,CollectionB ModelD ColorC,54
2021-03-30,CollectionC ModelE ColorA,46
2021-03-30,CollectionA ModelG ColorA,44
2021-03-30,CollectionC ModelF ColorA,40
2021-03-31,CollectionA ModelC ColorA,196
2021-03-31,CollectionA ModelA ColorB,151
2021-03-31,CollectionA ModelB ColorC,102
2021-03-31,CollectionA ModelJ ColorA,57
2021-03-31,CollectionB ModelD ColorC,54
2021-03-31,CollectionC ModelE ColorC,50
2021-03-31,CollectionA ModelG ColorA,48
2021-03-31,CollectionA ModelF ColorA,42
2021-03-31,CollectionC ModelE ColorA,42
2021-03-31,CollectionB ModelD ColorA,38
2021-04-01,CollectionA ModelC ColorA,188
2021-04-01,CollectionA ModelA ColorB,175
2021-04-01,CollectionA ModelB ColorC,98
2021-04-01,CollectionA ModelG ColorA,64
2021-04-01,CollectionB ModelD ColorC,62
2021-04-01,CollectionA ModelJ ColorA,57
2021-04-01,CollectionC ModelE ColorC,50
2021-04-01,CollectionA ModelF ColorA,42
2021-04-01,CollectionB ModelD ColorA,42
2021-04-01,CollectionC ModelE ColorA,38
2021-04-02,CollectionA ModelC ColorA,206
2021-04-02,CollectionA ModelA ColorB,185
2021-04-02,CollectionA ModelB ColorC,102
2021-04-02,CollectionA ModelJ ColorA,77
2021-04-02,CollectionB ModelD ColorC,66
2021-04-02,CollectionA ModelG ColorA,60
2021-04-02,CollectionC ModelE ColorC,58
2021-04-02,CollectionB ModelD ColorA,53
2021-04-02,CollectionA ModelF ColorA,46
2021-04-02,CollectionC ModelE ColorA,42
2021-04-03,CollectionA ModelC ColorA,212
2021-04-03,CollectionA ModelA ColorB,195
2021-04-03,CollectionA ModelB ColorC,109
2021-04-03,CollectionA ModelJ ColorA,69
2021-04-03,CollectionB ModelD ColorC,66
2021-04-03,CollectionA ModelG ColorA,64
2021-04-03,CollectionC ModelE ColorC,58
2021-04-03,CollectionB ModelD ColorA,44
2021-04-03,CollectionA ModelE ColorA,41
2021-04-03,CollectionA ModelF ColorA,38
2021-04-04,CollectionA ModelC ColorA,224
2021-04-04,CollectionA ModelA ColorB,191
2021-04-04,CollectionA ModelB ColorC,139
2021-04-04,CollectionA ModelJ ColorA,64
2021-04-04,CollectionB ModelD ColorC,62
2021-04-04,CollectionC ModelE ColorC,58
2021-04-04,CollectionA ModelG ColorA,48
2021-04-04,CollectionB ModelD ColorA,44
2021-04-04,CollectionA ModelE ColorA,43
2021-04-04,CollectionA ModelF ColorA,40
2021-04-05,CollectionA ModelC ColorA,239
2021-04-05,CollectionA ModelA ColorB,215
2021-04-05,CollectionA ModelB ColorC,161
2021-04-05,CollectionA ModelJ ColorA,69
2021-04-05,CollectionB ModelD ColorC,66
2021-04-05,CollectionC ModelE ColorC,62
2021-04-05,CollectionA ModelF ColorA,56
2021-04-05,CollectionA ModelG ColorA,56
2021-04-05,CollectionB ModelD ColorA,48
2021-04-05,CollectionA ModelE ColorA,47
2021-04-06,CollectionA ModelA ColorB,250
2021-04-06,CollectionA ModelC ColorA,222
2021-04-06,CollectionA ModelB ColorC,183
2021-04-06,CollectionA ModelJ ColorA,77
2021-04-06,CollectionB ModelD ColorC,70
2021-04-06,CollectionA ModelG ColorA,64
2021-04-06,CollectionC ModelE ColorC,58
2021-04-06,CollectionA ModelF ColorA,56
2021-04-06,CollectionA ModelE ColorA,47
2021-04-06,CollectionB ModelD ColorA,44
2021-04-07,CollectionA ModelA ColorB,266
2021-04-07,CollectionA ModelC ColorA,214
2021-04-07,CollectionA ModelB ColorC,191
2021-04-07,CollectionA ModelJ ColorA,77
2021-04-07,CollectionB ModelD ColorC,76
2021-04-07,CollectionA ModelF ColorA,68
2021-04-07,CollectionA ModelG ColorA,56
2021-04-07,CollectionB ModelD ColorA,52
2021-04-07,CollectionC ModelE ColorC,46
2021-04-07,CollectionC ModelF ColorA,39
2021-04-08,CollectionA ModelA ColorB,288
2021-04-08,CollectionA ModelB ColorC,211
2021-04-08,CollectionA ModelC ColorA,204
2021-04-08,CollectionB ModelD ColorC,76
2021-04-08,CollectionA ModelF ColorA,76
2021-04-08,CollectionA ModelJ ColorA,69
2021-04-08,CollectionA ModelG ColorA,58
2021-04-08,CollectionB ModelD ColorA,56
2021-04-08,CollectionC ModelE ColorC,54
2021-04-08,CollectionA ModelE ColorA,43
2021-04-09,CollectionA ModelA ColorB,310
2021-04-09,CollectionA ModelB ColorC,215
2021-04-09,CollectionA ModelC ColorA,210
2021-04-09,CollectionB ModelD ColorC,84
2021-04-09,CollectionA ModelF ColorA,80
2021-04-09,CollectionA ModelJ ColorA,79
2021-04-09,CollectionA ModelG ColorA,58
2021-04-09,CollectionA ModelE ColorA,53
2021-04-09,CollectionB ModelD ColorA,52
2021-04-09,CollectionC ModelE ColorC,50
2021-04-10,CollectionA ModelA ColorB,290
2021-04-10,CollectionA ModelC ColorA,228
2021-04-10,CollectionA ModelB ColorC,223
2021-04-10,CollectionB ModelD ColorC,88
2021-04-10,CollectionA ModelF ColorA,84
2021-04-10,CollectionA ModelJ ColorA,77
2021-04-10,CollectionC ModelE ColorC,66
2021-04-10,CollectionA ModelG ColorA,58
2021-04-10,CollectionA ModelH ColorA,56
2021-04-10,CollectionB ModelD ColorA,56
2021-04-11,CollectionA ModelA ColorB,293
2021-04-11,CollectionA ModelC ColorA,269
2021-04-11,CollectionA ModelB ColorC,243
2021-04-11,CollectionA ModelF ColorA,104
2021-04-11,CollectionA ModelJ ColorA,95
2021-04-11,CollectionB ModelD ColorC,84
2021-04-11,CollectionC ModelF ColorA,83
2021-04-11,CollectionA ModelE ColorA,76
2021-04-11,CollectionB ModelD ColorA,70
2021-04-11,CollectionC ModelE ColorC,66
2021-04-12,CollectionA ModelA ColorB,281
2021-04-12,CollectionA ModelC ColorA,257
2021-04-12,CollectionA ModelB ColorC,231
2021-04-12,CollectionA ModelF ColorA,100
2021-04-12,CollectionC ModelF ColorA,83
2021-04-12,CollectionB ModelD ColorC,80
2021-04-12,CollectionA ModelE ColorA,76
2021-04-12,CollectionA ModelJ ColorA,67
2021-04-12,CollectionB ModelD ColorA,62
2021-04-12,CollectionB ModelL ColorB,58
2021-04-13,CollectionA ModelA ColorB,267
2021-04-13,CollectionA ModelC ColorA,237
2021-04-13,CollectionA ModelB ColorC,237
2021-04-13,CollectionA ModelF ColorA,100
2021-04-13,CollectionC ModelF ColorA,79
2021-04-13,CollectionB ModelD ColorC,72
2021-04-13,CollectionA ModelJ ColorA,71
2021-04-13,CollectionA ModelE ColorA,68
2021-04-13,CollectionB ModelD ColorA,66
2021-04-13,CollectionB ModelT ColorA,62
2021-04-14,CollectionA ModelA ColorB,258
2021-04-14,CollectionA ModelC ColorA,233
2021-04-14,CollectionA ModelB ColorC,211
2021-04-14,CollectionA ModelF ColorA,92
2021-04-14,CollectionB ModelD ColorC,76
2021-04-14,CollectionC ModelF ColorA,75
2021-04-14,CollectionA ModelJ ColorA,71
2021-04-14,CollectionA ModelE ColorA,70
2021-04-14,CollectionB ModelD ColorA,66
2021-04-14,CollectionB ModelT ColorA,66
2021-04-15,CollectionA ModelA ColorB,242
2021-04-15,CollectionA ModelC ColorA,209
2021-04-15,CollectionA ModelB ColorC,203
2021-04-15,CollectionA ModelF ColorA,76
2021-04-15,CollectionC ModelF ColorA,75
2021-04-15,CollectionB ModelD ColorC,72
2021-04-15,CollectionA ModelE ColorA,70
2021-04-15,CollectionA ModelJ ColorA,66
2021-04-15,CollectionB ModelT ColorA,66
2021-04-15,CollectionB ModelD ColorA,66
2021-04-16,CollectionA ModelA ColorB,210
2021-04-16,CollectionA ModelC ColorA,203
2021-04-16,CollectionA ModelB ColorC,173
2021-04-16,CollectionB ModelT ColorA,94
2021-04-16,CollectionA ModelE ColorA,90
2021-04-16,CollectionB ModelD ColorC,76
2021-04-16,CollectionA ModelF ColorA,72
2021-04-16,CollectionB ModelD ColorA,66
2021-04-16,CollectionC ModelF ColorA,63
2021-04-16,CollectionA ModelJ ColorA,56
2021-04-17,CollectionA ModelC ColorA,212
2021-04-17,CollectionA ModelA ColorB,182
2021-04-17,CollectionA ModelB ColorC,158
2021-04-17,CollectionA ModelE ColorA,98
2021-04-17,CollectionB ModelT ColorA,98
2021-04-17,CollectionA ModelJ ColorA,64
2021-04-17,CollectionB ModelD ColorA,62
2021-04-17,CollectionA ModelF ColorA,60
2021-04-17,CollectionB ModelD ColorC,60
2021-04-17,CollectionC ModelF ColorA,54
2021-04-18,CollectionA ModelC ColorA,204
2021-04-18,CollectionA ModelA ColorB,160
2021-04-18,CollectionA ModelB ColorC,156
2021-04-18,CollectionB ModelT ColorA,101
2021-04-18,CollectionA ModelE ColorA,94
2021-04-18,CollectionB ModelD ColorC,68
2021-04-18,CollectionA ModelJ ColorA,64
2021-04-18,CollectionC ModelF ColorA,62
2021-04-18,CollectionB ModelD ColorA,58
2021-04-18,CollectionA ModelF ColorA,56
2021-04-19,CollectionA ModelC ColorA,202
2021-04-19,CollectionA ModelA ColorB,138
2021-04-19,CollectionA ModelB ColorC,135
2021-04-19,CollectionB ModelT ColorA,97
2021-04-19,CollectionA ModelE ColorA,84
2021-04-19,CollectionC ModelF ColorA,62
2021-04-19,CollectionA ModelJ ColorA,62
2021-04-19,CollectionB ModelD ColorC,60
2021-04-19,CollectionB ModelD ColorA,54
2021-04-19,CollectionA ModelF ColorA,48
2021-04-20,CollectionA ModelC ColorA,183
2021-04-20,CollectionA ModelA ColorB,138
2021-04-20,CollectionA ModelB ColorC,123
2021-04-20,CollectionB ModelT ColorA,91
2021-04-20,CollectionA ModelE ColorA,88
2021-04-20,CollectionC ModelF ColorA,58
2021-04-20,CollectionA ModelJ ColorA,58
2021-04-20,CollectionB ModelD ColorA,58
2021-04-20,CollectionA ModelF ColorA,50
2021-04-20,CollectionB ModelD ColorC,48
2021-04-21,CollectionA ModelC ColorA,138
2021-04-21,CollectionA ModelB ColorC,99
2021-04-21,CollectionA ModelA ColorB,98
2021-04-21,CollectionB ModelT ColorA,77
2021-04-21,CollectionA ModelE ColorA,68
2021-04-21,CollectionA ModelJ ColorA,45
2021-04-21,CollectionB ModelD ColorC,40
2021-04-21,CollectionB ModelD ColorA,40
2021-04-21,CollectionC ModelO ColorA,34
2021-04-21,CollectionA ModelE ColorC,31
2021-04-22,CollectionA ModelC ColorA,118
2021-04-22,CollectionA ModelB ColorC,116
2021-04-22,CollectionA ModelA ColorB,94
2021-04-22,CollectionB ModelT ColorA,85
2021-04-22,CollectionA ModelE ColorA,64
2021-04-22,CollectionA ModelJ ColorA,49
2021-04-22,CollectionB ModelD ColorA,40
2021-04-22,CollectionB ModelD ColorC,36
2021-04-22,CollectionA ModelE ColorC,35
2021-04-22,CollectionC ModelO ColorA,34
2021-04-23,CollectionA ModelC ColorA,110
2021-04-23,CollectionA ModelB ColorC,92
2021-04-23,CollectionA ModelA ColorB,84
2021-04-23,CollectionB ModelT ColorA,77
2021-04-23,CollectionA ModelE ColorA,64
2021-04-23,CollectionA ModelJ ColorA,45
2021-04-23,CollectionB ModelD ColorC,36
2021-04-23,CollectionC ModelO ColorA,34
2021-04-23,CollectionB ModelS ColorA,33
2021-04-23,CollectionB ModelD ColorA,32
