DAY_DATE,SKU,QUANTITY_SOLD
2020-12-04,CollectionA ModelQ ColorC,1808
2020-12-04,CollectionA ModelC ColorA,1801
2020-12-04,CollectionA ModelA ColorB,1640
2020-12-04,CollectionC ModelP ColorA,1528
2020-12-04,CollectionC ModelI ColorC,1290
2020-12-04,CollectionC ModelN ColorA,1148
2020-12-04,CollectionA ModelB ColorC,1111
2020-12-04,CollectionC ModelM ColorA,1097
2020-12-04,CollectionA ModelR ColorC,1052
2020-12-05,CollectionA ModelI ColorC,1865
2020-12-05,CollectionA ModelC ColorA,1717
2020-12-05,CollectionA ModelA ColorB,1484
2020-12-05,CollectionA ModelQ ColorC,1189
2020-12-05,CollectionC ModelP ColorA,1180
2020-12-05,CollectionA ModelB ColorC,1034
2020-12-05,CollectionA ModelM ColorA,899
2020-12-05,CollectionC ModelI ColorC,857
2020-12-05,CollectionC ModelP ColorC,841
2020-12-05,CollectionA ModelR ColorC,808
2020-12-06,CollectionA ModelC ColorA,1740
2020-12-06,CollectionA ModelI ColorC,1496
2020-12-06,CollectionA ModelA ColorB,1440
2020-12-06,CollectionA ModelB ColorC,994
2020-12-06,CollectionC ModelP ColorA,984
2020-12-06,CollectionA ModelQ ColorC,898
2020-12-06,CollectionA ModelM ColorA,762
2020-12-06,CollectionC ModelP ColorC,676
2020-12-06,CollectionA ModelR ColorC,672
2020-12-06,CollectionC ModelN ColorC,661
2020-12-07,CollectionA ModelC ColorA,1512
2020-12-07,CollectionA ModelA ColorB,1088
2020-12-07,CollectionA ModelI ColorC,897
2020-12-07,CollectionA ModelB ColorC,803
2020-12-07,CollectionC ModelI ColorA,521
2020-12-07,CollectionC ModelP ColorA,486
2020-12-07,CollectionC ModelP ColorC,465
2020-12-07,CollectionB ModelD ColorA,463
2020-12-07,CollectionA ModelQ ColorC,460
2020-12-07,CollectionC ModelN ColorC,442
2020-12-08,CollectionA ModelC ColorA,1410
2020-12-08,CollectionA ModelA ColorB,1058
2020-12-08,CollectionA ModelB ColorC,753
2020-12-08,CollectionA ModelI ColorC,623
2020-12-08,CollectionB ModelD ColorA,456
2020-12-08,CollectionC ModelI ColorA,451
2020-12-08,CollectionC ModelN ColorC,322
2020-12-08,CollectionB ModelD ColorC,308
2020-12-08,CollectionA ModelM ColorA,289
2020-12-08,CollectionA ModelQ ColorC,283
2020-12-09,CollectionA ModelC ColorA,1360
2020-12-09,CollectionA ModelA ColorB,1034
2020-12-09,CollectionA ModelB ColorC,750
2020-12-09,CollectionB ModelD ColorA,432
2020-12-09,CollectionA ModelI ColorC,364
2020-12-09,CollectionB ModelD ColorC,327
2020-12-09,CollectionC ModelI ColorA,301
2020-12-09,CollectionA ModelJ ColorA,259
2020-12-09,CollectionC ModelF ColorA,230
2020-12-09,CollectionA ModelF ColorA,220
2020-12-10,CollectionA ModelC ColorA,1293
2020-12-10,CollectionA ModelA ColorB,1054
2020-12-10,CollectionA ModelB ColorC,716
2020-12-10,CollectionB ModelD ColorA,429
2020-12-10,CollectionB ModelD ColorC,340
2020-12-10,CollectionA ModelJ ColorA,271
2020-12-10,CollectionC ModelF ColorA,230
2020-12-10,CollectionA ModelF ColorA,226
2020-12-10,CollectionA ModelE ColorA,202
2020-12-10,CollectionA ModelH ColorA,199
2020-12-11,CollectionA ModelC ColorA,1326
2020-12-11,CollectionA ModelA ColorB,1096
2020-12-11,CollectionA ModelB ColorC,741
2020-12-11,CollectionB ModelD ColorA,434
2020-12-11,CollectionB ModelD ColorC,346
2020-12-11,CollectionA ModelJ ColorA,308
2020-12-11,CollectionA ModelF ColorA,246
2020-12-11,CollectionA ModelH ColorA,223
2020-12-11,CollectionC ModelF ColorA,217
2020-12-11,CollectionA ModelE ColorA,214
2020-12-12,CollectionA ModelC ColorA,1343
2020-12-12,CollectionA ModelA ColorB,1109
2020-12-12,CollectionA ModelB ColorC,721
2020-12-12,CollectionB ModelD ColorA,418
2020-12-12,CollectionB ModelD ColorC,345
2020-12-12,CollectionA ModelJ ColorA,321
2020-12-12,CollectionA ModelF ColorA,274
2020-12-12,CollectionA ModelE ColorA,250
2020-12-12,CollectionA ModelH ColorA,235
2020-12-12,CollectionC ModelE ColorC,229
2020-12-13,CollectionA ModelC ColorA,1409
2020-12-13,CollectionA ModelA ColorB,1230
2020-12-13,CollectionA ModelB ColorC,799
2020-12-13,CollectionB ModelD ColorA,467
2020-12-13,CollectionB ModelD ColorC,382
2020-12-13,CollectionA ModelJ ColorA,331
2020-12-13,CollectionA ModelF ColorA,300
2020-12-13,CollectionA ModelE ColorA,274
2020-12-13,CollectionC ModelE ColorC,269
2020-12-13,CollectionA ModelH ColorA,265
2020-12-14,CollectionA ModelC ColorA,1498
2020-12-14,CollectionA ModelA ColorB,1354
2020-12-14,CollectionA ModelB ColorC,910
2020-12-14,CollectionB ModelD ColorA,491
2020-12-14,CollectionB ModelD ColorC,433
2020-12-14,CollectionA ModelJ ColorA,357
2020-12-14,CollectionA ModelH ColorA,313
2020-12-14,CollectionA ModelE ColorA,307
2020-12-14,CollectionA ModelF ColorA,292
2020-12-14,CollectionC ModelE ColorC,281
2020-12-15,CollectionA ModelC ColorA,1589
2020-12-15,CollectionA ModelA ColorB,1396
2020-12-15,CollectionA ModelB ColorC,956
2020-12-15,CollectionB ModelD ColorA,532
2020-12-15,CollectionB ModelD ColorC,456
2020-12-15,CollectionA ModelJ ColorA,365
2020-12-15,CollectionA ModelH ColorA,311
2020-12-15,CollectionC ModelE ColorC,309
2020-12-15,CollectionC ModelF ColorA,303
2020-12-15,CollectionA ModelF ColorA,300
2020-12-16,CollectionA ModelC ColorA,1607
2020-12-16,CollectionA ModelA ColorB,1401
2020-12-16,CollectionA ModelB ColorC,940
2020-12-16,CollectionB ModelD ColorA,492
2020-12-16,CollectionB ModelD ColorC,437
2020-12-16,CollectionA ModelJ ColorA,360
2020-12-16,CollectionC ModelE ColorC,314
2020-12-16,CollectionA ModelH ColorA,306
2020-12-16,CollectionA ModelE ColorA,301
2020-12-16,CollectionC ModelF ColorA,293
2020-12-17,CollectionA ModelC ColorA,1577
2020-12-17,CollectionA ModelA ColorB,1400
2020-12-17,CollectionA ModelB ColorC,979
2020-12-17,CollectionB ModelD ColorA,490
2020-12-17,CollectionB ModelD ColorC,452
2020-12-17,CollectionA ModelJ ColorA,418
2020-12-17,CollectionA ModelE ColorA,353
2020-12-17,CollectionA ModelH ColorA,318
2020-12-17,CollectionC ModelE ColorC,315
2020-12-17,CollectionC ModelF ColorA,284
2020-12-18,CollectionA ModelC ColorA,1584
2020-12-18,CollectionA ModelA ColorB,1374
2020-12-18,CollectionA ModelB ColorC,982
2020-12-18,CollectionB ModelD ColorA,488
2020-12-18,CollectionB ModelD ColorC,451
2020-12-18,CollectionA ModelJ ColorA,408
2020-12-18,CollectionA ModelE ColorA,350
2020-12-18,CollectionA ModelH ColorA,320
2020-12-18,CollectionC ModelF ColorA,288
2020-12-18,CollectionC ModelE ColorC,284
2020-12-19,CollectionA ModelC ColorA,1520
2020-12-19,CollectionA ModelA ColorB,1308
2020-12-19,CollectionA ModelB ColorC,976
2020-12-19,CollectionB ModelD ColorA,490
2020-12-19,CollectionB ModelD ColorC,428
2020-12-19,CollectionA ModelJ ColorA,400
2020-12-19,CollectionA ModelE ColorA,312
2020-12-19,CollectionA ModelH ColorA,309
2020-12-19,CollectionC ModelF ColorA,279
2020-12-19,CollectionA ModelF ColorA,247
2020-12-20,CollectionA ModelC ColorA,1452
2020-12-20,CollectionA ModelA ColorB,1224
2020-12-20,CollectionA ModelB ColorC,913
2020-12-20,CollectionB ModelD ColorA,461
2020-12-20,CollectionB ModelD ColorC,424
2020-12-20,CollectionA ModelJ ColorA,379
2020-12-20,CollectionA ModelE ColorA,304
2020-12-20,CollectionA ModelH ColorA,287
2020-12-20,CollectionC ModelF ColorA,271
2020-12-20,CollectionA ModelF ColorA,237
2020-12-21,CollectionA ModelC ColorA,1345
2020-12-21,CollectionA ModelA ColorB,1154
2020-12-21,CollectionA ModelB ColorC,873
2020-12-21,CollectionB ModelD ColorA,442
2020-12-21,CollectionB ModelD ColorC,416
2020-12-21,CollectionA ModelJ ColorA,341
2020-12-21,CollectionA ModelE ColorA,290
2020-12-21,CollectionC ModelF ColorA,267
2020-12-21,CollectionA ModelH ColorA,263
2020-12-21,CollectionA ModelF ColorA,245
2020-12-22,CollectionA ModelC ColorA,1211
2020-12-22,CollectionA ModelA ColorB,1120
2020-12-22,CollectionA ModelB ColorC,855
2020-12-22,CollectionB ModelD ColorA,427
2020-12-22,CollectionB ModelD ColorC,392
2020-12-22,CollectionA ModelJ ColorA,315
2020-12-22,CollectionC ModelF ColorA,257
2020-12-22,CollectionA ModelH ColorA,247
2020-12-22,CollectionA ModelE ColorA,244
2020-12-22,CollectionA ModelF ColorA,221
2020-12-23,CollectionA ModelC ColorA,1092
2020-12-23,CollectionA ModelA ColorB,949
2020-12-23,CollectionA ModelB ColorC,712
2020-12-23,CollectionB ModelD ColorA,358
2020-12-23,CollectionB ModelD ColorC,331
2020-12-23,CollectionA ModelJ ColorA,289
2020-12-23,CollectionC ModelF ColorA,223
2020-12-23,CollectionA ModelE ColorA,216
2020-12-23,CollectionA ModelH ColorA,209
2020-12-23,CollectionA ModelF ColorA,177
2020-12-24,CollectionA ModelC ColorA,933
2020-12-24,CollectionA ModelA ColorB,788
2020-12-24,CollectionA ModelB ColorC,568
2020-12-24,CollectionB ModelD ColorA,306
2020-12-24,CollectionB ModelD ColorC,264
2020-12-24,CollectionA ModelJ ColorA,251
2020-12-24,CollectionC ModelF ColorA,191
